,Frequency,Frequency,Frequency,Frequency,Frequency
6743,True,True,True,True,True
6744,True,True,True,True,True
6745,True,True,True,True,True
6746,True,True,True,True,True
6747,True,True,True,True,True
6748,True,True,True,True,True
6749,True,True,True,True,True
6750,True,True,True,True,True
6751,True,True,True,True,True
6752,True,True,True,True,True
6753,True,True,True,True,True
6754,True,True,True,True,True
6755,True,True,True,True,True
6756,True,True,True,True,True
6757,True,True,True,True,True
6758,True,True,True,True,True
6759,True,True,True,True,True
6760,True,True,True,True,True
6761,True,True,True,True,True
6762,True,True,True,True,True
6763,True,True,True,True,True
6764,True,True,True,True,True
6765,True,True,True,True,True
6766,True,True,True,True,True
6767,True,True,True,True,True
6768,True,True,True,True,True
6769,True,True,True,True,True
6770,True,True,True,True,True
6771,True,True,True,True,True
6772,True,True,True,True,True
6773,True,True,True,True,True
6774,True,True,True,True,True
6775,True,True,True,True,True
6776,True,True,True,True,True
6777,True,True,True,True,True
6778,True,True,True,True,True
6779,True,True,True,True,True
6780,True,True,True,True,True
6781,True,True,True,True,True
6782,True,True,True,True,True
6783,True,True,True,True,True
6784,True,True,True,True,True
6785,True,True,True,True,True
6786,True,True,True,True,True
6787,True,True,True,True,True
6788,True,True,True,True,True
6789,True,True,True,True,True
6790,True,True,True,True,True
6791,True,True,True,True,True
6792,True,True,True,True,True
6793,True,True,True,True,True
6794,True,True,True,True,True
6795,True,True,True,True,True
6796,True,True,True,True,True
6797,True,True,True,True,True
6798,True,True,True,True,True
6799,True,True,True,True,True
6800,True,True,True,True,True
6801,True,True,True,True,True
6802,True,True,True,True,True
6803,True,True,True,True,True
6804,True,True,True,True,True
6805,True,True,True,True,True
6806,True,True,True,True,True
6807,True,True,True,True,True
6808,True,True,True,True,True
6809,True,True,True,True,True
6810,True,True,True,True,True
6811,True,True,True,True,True
6812,True,True,True,True,True
6813,True,True,True,True,True
6814,True,True,True,True,True
6815,True,True,True,True,True
6816,True,True,True,True,True
6817,True,True,True,True,True
6818,True,True,True,True,True
6819,True,True,True,True,True
6820,True,True,True,True,True
6821,True,True,True,True,True
6822,True,True,True,True,True
6823,True,True,True,True,True
6824,True,True,True,True,True
6825,True,True,True,True,True
6826,True,True,True,True,True
6827,True,True,True,True,True
6828,True,True,True,True,True
6829,True,True,True,True,True
6830,True,True,True,True,True
6831,True,True,True,True,True
6832,True,True,True,True,True
6833,True,True,True,True,True
6834,True,True,True,True,True
6835,True,True,True,True,True
6836,True,True,True,True,True
6837,True,True,True,True,True
6838,True,True,True,True,True
6839,True,True,True,True,True
6840,True,True,True,True,True
6841,True,True,True,True,True
6842,True,True,True,True,True
6843,True,True,True,True,True
6844,True,True,True,True,True
6845,True,True,True,True,True
6846,True,True,True,True,True
6847,True,True,True,True,True
6848,True,True,True,True,True
6849,True,True,True,True,True
6850,True,True,True,True,True
6851,True,True,True,True,True
6852,True,True,True,True,True
6853,True,True,True,True,True
6854,True,True,True,True,True
6855,True,True,True,True,True
6856,True,True,True,True,True
6857,True,True,True,True,True
6858,True,True,True,True,True
6859,True,True,True,True,True
6860,True,True,True,True,True
6861,True,True,True,True,True
6862,True,True,True,True,True
6863,True,True,True,True,True
6864,True,True,True,True,True
6865,True,True,True,True,True
6866,True,True,True,True,True
6867,True,True,True,True,True
6868,True,True,True,True,True
6869,True,True,True,True,True
6870,True,True,True,True,True
6871,True,True,True,True,True
6872,True,True,True,True,True
6873,True,True,True,True,True
6874,True,True,True,True,True
6875,True,True,True,True,True
6876,True,True,True,True,True
6877,True,True,True,True,True
6878,True,True,True,True,True
6879,True,True,True,True,True
6880,True,True,True,True,True
6881,True,True,True,True,True
6882,True,True,True,True,True
6883,True,True,True,True,True
6884,True,True,True,True,True
6885,True,True,True,True,True
6886,True,True,True,True,True
6887,True,True,True,True,True
6888,True,True,True,True,True
6889,True,True,True,True,True
6890,True,True,True,True,True
6891,True,True,True,True,True
6892,True,True,True,True,True
6893,True,True,True,True,True
6894,True,True,True,True,True
6895,True,True,True,True,True
6896,True,True,True,True,True
6897,True,True,True,True,True
6898,True,True,True,True,True
6899,True,True,True,True,True
6900,True,True,True,True,True
6901,True,True,True,True,True
6902,True,True,True,True,True
6903,True,True,True,True,True
6904,True,True,True,True,True
6905,True,True,True,True,True
6906,True,True,True,True,True
6907,True,True,True,True,True
6908,True,True,True,True,True
6909,True,True,True,True,True
6910,True,True,True,True,True
6911,True,True,True,True,True
6912,True,True,True,True,True
6913,True,True,True,True,True
6914,True,True,True,True,True
6915,True,True,True,True,True
6916,True,True,True,True,True
6917,True,True,True,True,True
6918,True,True,True,True,True
6919,True,True,True,True,True
6920,True,True,True,True,True
6921,True,True,True,True,True
6922,True,True,True,True,True
6923,True,True,True,True,True
6924,True,True,True,True,True
6925,True,True,True,True,True
6926,True,True,True,True,True
6927,True,True,True,True,True
6928,True,True,True,True,True
6929,True,True,True,True,True
6930,True,True,True,True,True
6931,True,True,True,True,True
6932,True,True,True,True,True
6933,True,True,True,True,True
6934,True,True,True,True,True
6935,True,True,True,True,True
6936,True,True,True,True,True
6937,True,True,True,True,True
6938,True,True,True,True,True
6939,True,True,True,True,True
6940,True,True,True,True,True
6941,True,True,True,True,True
6942,True,True,True,True,True
6943,True,True,True,True,True
6944,True,True,True,True,True
6945,True,True,True,True,True
6946,True,True,True,True,True
6947,True,True,True,True,True
6948,True,True,True,True,True
6949,True,True,True,True,True
6950,True,True,True,True,True
6951,True,True,True,True,True
6952,True,True,True,True,True
6953,True,True,True,True,True
6954,True,True,True,True,True
6955,True,True,True,True,True
6956,True,True,True,True,True
6957,True,True,True,True,True
6958,True,True,True,True,True
6959,True,True,True,True,True
6960,True,True,True,True,True
6961,True,True,True,True,True
6962,True,True,True,True,True
6963,True,True,True,True,True
6964,True,True,True,True,True
6965,True,True,True,True,True
6966,True,True,True,True,True
6967,True,True,True,True,True
6968,True,True,True,True,True
6969,True,True,True,True,True
6970,True,True,True,True,True
6971,True,True,True,True,True
6972,True,True,True,True,True
6973,True,True,True,True,True
6974,True,True,True,True,True
6975,True,True,True,True,True
6976,True,True,True,True,True
6977,True,True,True,True,True
6978,True,True,True,True,True
6979,True,True,True,True,True
6980,True,True,True,True,True
6981,True,True,True,True,True
6982,True,True,True,True,True
6983,True,True,True,True,True
6984,True,True,True,True,True
6985,True,True,True,True,True
6986,True,True,True,True,True
6987,True,True,True,True,True
6988,True,True,True,True,True
6989,True,True,True,True,True
6990,True,True,True,True,True
6991,True,True,True,True,True
6992,True,True,True,True,True
6993,True,True,True,True,True
6994,True,True,True,True,True
6995,True,True,True,True,True
6996,True,True,True,True,True
6997,True,True,True,True,True
6998,True,True,True,True,True
6999,True,True,True,True,True
7000,True,True,True,True,True
7001,True,True,True,True,True
7002,True,True,True,True,True
7003,True,True,True,True,True
7004,True,True,True,True,True
7005,True,True,True,True,True
7006,True,True,True,True,True
7007,True,True,True,True,True
7008,True,True,True,True,True
7009,True,True,True,True,True
7010,True,True,True,True,True
7011,True,True,True,True,True
7012,True,True,True,True,True
7013,True,True,True,True,True
7014,True,True,True,True,True
7015,True,True,True,True,True
7016,True,True,True,True,True
7017,True,True,True,True,True
7018,True,True,True,True,True
7019,True,True,True,True,True
7020,True,True,True,True,True
7021,True,True,True,True,True
7022,True,True,True,True,True
7023,True,True,True,True,True
7024,True,True,True,True,True
7025,True,True,True,True,True
7026,True,True,True,True,True
7027,True,True,True,True,True
7028,True,True,True,True,True
7029,True,True,True,True,True
7030,True,True,True,True,True
7031,True,True,True,True,True
7032,True,True,True,True,True
7033,True,True,True,True,True
7034,True,True,True,True,True
7035,True,True,True,True,True
7036,True,True,True,True,True
7037,True,True,True,True,True
7038,True,True,True,True,True
7039,True,True,True,True,True
7040,True,True,True,True,True
7041,True,True,True,True,True
7042,True,True,True,True,True
7043,True,True,True,True,True
7044,True,True,True,True,True
7045,True,True,True,True,True
7046,True,True,True,True,True
7047,True,True,True,True,True
7048,True,True,True,True,True
7049,True,True,True,True,True
7050,True,True,True,True,True
7051,True,True,True,True,True
7052,True,True,True,True,True
7053,True,True,True,True,True
7054,True,True,True,True,True
7055,True,True,True,True,True
7056,True,True,True,True,True
7057,True,True,True,True,True
7058,True,True,True,True,True
7059,True,True,True,True,True
7060,True,True,True,True,True
7061,True,True,True,True,True
7062,True,True,True,True,True
7063,True,True,True,True,True
7064,True,True,True,True,True
7065,True,True,True,True,True
7066,True,True,True,True,True
7067,True,True,True,True,True
7068,True,True,True,True,True
7069,True,True,True,True,True
7070,True,True,True,True,True
7071,True,True,True,True,True
7072,True,True,True,True,True
7073,True,True,True,True,True
7074,True,True,True,True,True
7075,True,True,True,True,True
7076,True,True,True,True,True
7077,True,True,True,True,True
7078,True,True,True,True,True
7079,True,True,True,True,True
7080,True,True,True,True,True
7081,True,True,True,True,True
7082,True,True,True,True,True
7083,True,True,True,True,True
7084,True,True,True,True,True
7085,True,True,True,True,True
7086,True,True,True,True,True
7087,True,True,True,True,True
7088,True,True,True,True,True
7089,True,True,True,True,True
7090,True,True,True,True,True
7091,True,True,True,True,True
7092,True,True,True,True,True
7093,True,True,True,True,True
7094,True,True,True,True,True
7095,True,True,True,True,True
7096,True,True,True,True,True
7097,True,True,True,True,True
7098,True,True,True,True,True
7099,True,True,True,True,True
7100,True,True,True,True,True
7101,True,True,True,True,True
7102,True,True,True,True,True
7103,True,True,True,True,True
7104,True,True,True,True,True
7105,True,True,True,True,True
7106,True,True,True,True,True
7107,True,True,True,True,True
7108,True,True,True,True,True
7109,True,True,True,True,True
7110,True,True,True,True,True
7111,True,True,True,True,True
7112,True,True,True,True,True
7113,True,True,True,True,True
7114,True,True,True,True,True
7115,True,True,True,True,True
7116,True,True,True,True,True
7117,True,True,True,True,True
7118,True,True,True,True,True
7119,True,True,True,True,True
7120,True,True,True,True,True
7121,True,True,True,True,True
7122,True,True,True,True,True
7123,True,True,True,True,True
7124,True,True,True,True,True
7125,True,True,True,True,True
7126,True,True,True,True,True
7127,True,True,True,True,True
7128,True,True,True,True,True
7129,True,True,True,True,True
7130,True,True,True,True,True
7131,True,True,True,True,True
7132,True,True,True,True,True
7133,True,True,True,True,True
7134,True,True,True,True,True
7135,True,True,True,True,True
7136,True,True,True,True,True
7137,True,True,True,True,True
7138,True,True,True,True,True
7139,True,True,True,True,True
7140,True,True,True,True,True
7141,True,True,True,True,True
7142,True,True,True,True,True
7143,True,True,True,True,True
7144,True,True,True,True,True
7145,True,True,True,True,True
7146,True,True,True,True,True
7147,True,True,True,True,True
7148,True,True,True,True,True
7149,True,True,True,True,True
7150,True,True,True,True,True
7151,True,True,True,True,True
7152,True,True,True,True,True
7153,True,True,True,True,True
7154,True,True,True,True,True
7155,True,True,True,True,True
7156,True,True,True,True,True
7157,True,True,True,True,True
7158,True,True,True,True,True
7159,True,True,True,True,True
7160,True,True,True,True,True
7161,True,True,True,True,True
7162,True,True,True,True,True
7163,True,True,True,True,True
7164,True,True,True,True,True
7165,True,True,True,True,True
7166,True,True,True,True,True
7167,True,True,True,True,True
7168,True,True,True,True,True
